"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 28 21:57:42 GMT 2022","Wed Sep 28 21:57:49 GMT 2022","6892","","Telnyx","","","","should registration with empty credentials",""
"passed","Wed Sep 28 21:57:35 GMT 2022","Wed Sep 28 21:57:42 GMT 2022","6853","","Telnyx","","","","should after enter email on main page, show email on register page",""
"passed","Wed Sep 28 21:57:26 GMT 2022","Wed Sep 28 21:57:29 GMT 2022","2189","","Telnyx","","","","should has Telnyx in title",""
"passed","Wed Sep 28 21:57:29 GMT 2022","Wed Sep 28 21:57:31 GMT 2022","2667","","Telnyx","","","","should has buttons on the page menu",""
"passed","Wed Sep 28 21:57:31 GMT 2022","Wed Sep 28 21:57:35 GMT 2022","3993","","Telnyx","","","","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Sep 28 21:58:07 GMT 2022","Wed Sep 28 21:58:09 GMT 2022","2654","","Telnyx","","","","should after move to Pricing, show right count href",""
"passed","Wed Sep 28 21:58:01 GMT 2022","Wed Sep 28 21:58:07 GMT 2022","5726","","Telnyx","","","","should after move to Products, show right href",""
"passed","Wed Sep 28 21:58:09 GMT 2022","Wed Sep 28 21:58:53 GMT 2022","43321","","Telnyx","","","","should have the correct title of all product links",""
"passed","Wed Sep 28 21:57:49 GMT 2022","Wed Sep 28 21:57:56 GMT 2022","7172","","Telnyx","","","","should registration with right credentials",""
"passed","Wed Sep 28 21:57:56 GMT 2022","Wed Sep 28 21:58:01 GMT 2022","4291","","Telnyx","","","","should after click on ""Talk to an expert"", switch to page Contact",""
